email,phone,city,age,interest,visit_time,affinity
testuser63@example.com,9000000063,Hyderabad,28,fitness,evening,high
testuser64@example.com,9000000064,Hyderabad,29,fitness,evening,high
testuser65@example.com,9000000065,Hyderabad,30,fitness,evening,high
testuser66@example.com,9000000066,Hyderabad,31,fitness,evening,high
testuser67@example.com,9000000067,Hyderabad,32,fitness,evening,high
testuser68@example.com,9000000068,Hyderabad,33,fitness,evening,high
testuser69@example.com,9000000069,Hyderabad,34,fitness,evening,high
testuser70@example.com,9000000070,Hyderabad,25,fitness,evening,high
testuser71@example.com,9000000071,Hyderabad,26,fitness,evening,high
testuser72@example.com,9000000072,Hyderabad,27,fitness,evening,high
testuser73@example.com,9000000073,Hyderabad,28,fitness,evening,high
testuser74@example.com,9000000074,Hyderabad,29,fitness,evening,high
testuser75@example.com,9000000075,Hyderabad,30,fitness,evening,high
testuser76@example.com,9000000076,Hyderabad,31,fitness,evening,high
testuser77@example.com,9000000077,Hyderabad,32,fitness,evening,high
testuser78@example.com,9000000078,Hyderabad,33,fitness,evening,high
testuser79@example.com,9000000079,Hyderabad,34,fitness,evening,high
testuser80@example.com,9000000080,Hyderabad,25,fitness,evening,high
testuser81@example.com,9000000081,Hyderabad,26,fitness,evening,high
testuser82@example.com,9000000082,Hyderabad,27,fitness,evening,high
testuser83@example.com,9000000083,Hyderabad,28,fitness,evening,high
testuser84@example.com,9000000084,Hyderabad,29,fitness,evening,high
testuser85@example.com,9000000085,Hyderabad,30,fitness,evening,high
testuser86@example.com,9000000086,Hyderabad,31,fitness,evening,high
testuser87@example.com,9000000087,Hyderabad,32,fitness,evening,high
testuser88@example.com,9000000088,Hyderabad,33,fitness,evening,high
testuser89@example.com,9000000089,Hyderabad,34,fitness,evening,high
testuser90@example.com,9000000090,Hyderabad,25,fitness,evening,high
testuser91@example.com,9000000091,Hyderabad,26,fitness,evening,high
testuser92@example.com,9000000092,Hyderabad,27,fitness,evening,high
testuser93@example.com,9000000093,Hyderabad,28,fitness,evening,high
testuser94@example.com,9000000094,Hyderabad,29,fitness,evening,high
testuser95@example.com,9000000095,Hyderabad,30,fitness,evening,high
testuser96@example.com,9000000096,Hyderabad,31,fitness,evening,high
testuser97@example.com,9000000097,Hyderabad,32,fitness,evening,high
testuser98@example.com,9000000098,Hyderabad,33,fitness,evening,high
testuser99@example.com,9000000099,Hyderabad,34,fitness,evening,high
testuser100@example.com,9000000100,Hyderabad,25,fitness,evening,high
